date,p_informative
2021-03-01,8.192001700300288e-09
2021-04-01,1.5580932275564895e-12
2021-05-01,3.652322959007141e-11
2021-06-01,0.014728686262439172
2021-07-01,0.013370924072221851
2021-08-01,0.008103472405729664
2021-09-01,0.00141329371100684
2021-10-01,0.0002582227915251646
2021-11-01,4.339275425748227e-05
2021-12-01,6.927922910590342e-05
2022-01-01,8.880743448030118e-05
2022-02-01,3.6836933313311522e-06
2022-03-01,0.0009792566195946386
2022-04-01,4.539108658743902e-06
2022-05-01,2.317611818047763e-06
2022-06-01,0.0012018361185411031
2022-07-01,0.0009165016847825353
2022-08-01,2.5438126178202816e-06
2022-09-01,2.37821241618207e-05
2022-10-01,8.904648385280296e-06
2022-11-01,5.0055286976552384e-06
2022-12-01,3.4658049229028016e-07
2023-01-01,4.113092840217509e-09
2023-02-01,0.00015120393128579656
2023-03-01,6.694636312137867e-10
2023-04-01,8.018166082567406e-05
2023-05-01,7.486111094120198e-06
2023-06-01,0.00038579984087820136
2023-07-01,0.00011654087191603006
2023-08-01,3.560500950563026e-05
2023-09-01,1.1398625908486429e-05
2023-10-01,5.076791936840831e-05
2023-11-01,9.228168409222871e-05
2023-12-01,0.0009320430448969766
2024-01-01,0.0023257135497772837
2024-02-01,1.164160344072911e-05
2024-03-01,0.0010590882915322293
2024-04-01,3.0471367814501234e-06
2024-05-01,4.3275303485639276e-08
2024-06-01,0.0006133470860031778
2024-07-01,3.9158671340003534e-05
2024-08-01,2.5195334072086036e-05
2024-09-01,6.40531001873725e-05
2024-10-01,0.0005946583864576976
2024-11-01,2.3023612069852783e-06
2024-12-01,2.0040734047040438e-05
2025-01-01,9.394108797708758e-05
2025-02-01,0.0014893083036503665
2025-03-01,9.084410092991835e-05
2025-04-01,0.0017900914114365764
2025-05-01,0.005502796633514255
2025-06-01,0.0001809641811553045
2025-07-01,0.0007199374763802612
2025-08-01,0.11449658811274555
2025-09-01,0.25432262408458906
2025-10-01,0.3030364196408118
2025-11-01,0.33509691114462664
2025-12-01,0.31402911267350164
